,Unnamed: 0,Restaurant_Name,Restaurant_rated,Review_Written_By,User_Rated_Restaurant,Written_Review,Sentiment_Rating
2263,2263,Millers - The Luxury Club,4.3,Tanmay Karve,4.0,"Good food and good service by Shivani and Murli our servers for the evening. We visited on a weekday, so the rush was less",1
2264,2264,Millers - The Luxury Club,4.3,Vaishnavi Ramesh,4.0,We tried this place for the first time. Loved the ambience and service. Akshay was very courteous and helpful with suggestions. Special mention for the Spicy guava 😃,1
2265,2265,Millers - The Luxury Club,4.3,Ajit,5.0,service was amazing specially thanks for Akash Sarvesh Rahul and live music was amazing is was very good and positive vibe here....,1
2266,2266,Millers - The Luxury Club,4.3,Shweta Lakhmani,5.0,"Very friendly n super encouraging staff... Aksh n Sarvesh. Live music . Good service,awesome ambience is so for good thank u so much akash",1
2267,2267,Millers - The Luxury Club,4.3,Yash Dawra,1.0,-,0
2268,2268,Millers - The Luxury Club,4.3,Shashank S Malekar,5.0,-,1
2269,2269,Millers - The Luxury Club,4.3,Nitin Saindane,5.0,"great service done by murli had an amazing night here everything was awesome the food,the ambience and specially the live music",1
2270,2270,Millers - The Luxury Club,4.3,Abhilash Ahlawat,5.0,"Live Music 😍 Awesome crowd!! Open chilled out place. The service is amazingly quick and waiters are polite.

Came here for evening drinks. Love the place!!",1
2271,2271,Spice Factory,4.1,Rushikesh Dhakne,5.0,-,1
2272,2272,Spice Factory,4.1,Yashraj Pawar,5.0,-,1
2273,2273,Spice Factory,4.1,Gaurav Jakhotya,4.0,-,1
2274,2274,Spice Factory,4.1,Sandip,1.0,"Bad service, rates are too high, doesn't justify the quality, ambience or service in any manner.",0
2275,2275,Spice Factory,4.1,Ajay Imade,5.0,-,1
2276,2276,Spice Factory,4.1,Aman Dixit,5.0,-,1
2277,2277,Spice Factory,4.1,Javed Siddiki,1.0,"all the reviews written over here are so true guys
this restaurant is really pathetic as the quantity of the food is so less and due to its offer of 40-50% off many People like us get trapped in such offers but don't go by these offers as the quantity that we ordered was not enough for two people also and moreover that the prices are so high and the incident that happened with me any my friend was that we ordered a dish and didn't liked it a bit and we told the manager that we'll not have this as the dish was pathetic and the time when we got our bill the dish was also counted in our bill and the time we said that we didn't even had a bite the manager started on showing his rubbish...read more",0
2278,2278,Spice Factory,4.1,Pratham Pophale,5.0,-,1
2280,2280,Spice Factory,4.1,Pratik Umale,5.0,-,1
2282,2282,Spice Factory,4.1,Vaibhav Shinde,5.0,-,1
2283,2283,Spice Factory,4.1,Rathod Rajan,5.0,Listen carefully to what the customer wants.... Otherwise all good.🙏,1
2284,2284,Spice Factory,4.1,Neha,5.0,-,1
2285,2285,Spice Factory,4.1,Devansh,2.0,-,0
2286,2286,Spice Factory,4.1,Rashmi Waghmare,5.0,-,1
2288,2288,Spice Factory,4.1,Hrishikesh Hirde,5.0,-,1
2289,2289,Spice Factory,4.1,Vaibhav Deshpande,4.0,-,1
2290,2290,Spice Factory,4.1,Chetan Supekar,5.0,-,1
2291,2291,Spice Factory,4.1,Abhijeet Tidke,5.0,-,1
2292,2292,Spice Factory,4.1,Harshal Shende,1.0,-,0
2293,2293,Spice Factory,4.1,Sagar,1.0,No entry on dance floor until you pay the bill.,0
2294,2294,Spice Factory,4.1,Abhishek Rana,5.0,-,1
2295,2295,Spice Factory,4.1,Nirvidh Patel,1.0,Quality of food was good but their services is worst. Moreover they charges extra above on MRP. Even they apply service charge which is mandatory to pay. Manager was rude at his best.,0
2296,2296,Spice Factory,4.1,Prafull Hiremath,1.0,-,0
2297,2297,Spice Factory,4.1,Suraj Mhalewadkar,5.0,-,1
2298,2298,Spice Factory,4.1,Ayush,5.0,-,1
2299,2299,Spice Factory,4.1,Ridam Jain,1.0,Worst taste,0
2300,2300,Spice Factory,4.1,Pratham M,4.0,"A good place , they serve limited variety but the taste is good. One thing i found weird was they do not let you change the table. Never i have come across , where ua not allowed to change the table. Table we got was very small hardly our plates would fit in. We requested for a other table . It was vacant but still they didn't allow us . So i would sugges "" look
For a good table before ordering you food"" .",1
2301,2301,Spice Factory,4.1,Amit Vasan,2.0,-,0
2302,2302,Spice Factory,4.1,Amit Vasan,2.0,"we got 31st dec delivery. Ordered Chicken classic Tikka n all we got was 4 pieces of chicken n few chicken mince.
Seems like delivery pressure & worst quantity n quantity ever",0
2303,2303,Spice Factory,4.1,Harshal Allewar,5.0,-,1
2304,2304,Spice Factory,4.1,Ankur Gupta,5.0,-,1
2305,2305,Spice Factory,4.1,Suraj Patil,4.0,-,1
2306,2306,Spice Factory,4.1,Shruti M,4.0,-,1
2307,2307,Spice Factory,4.1,Sanket,5.0,-,1
2308,2308,Spice Factory,4.1,Monideepa Das,1.0,Horrible experience. Very Very bad experience,0
2309,2309,Spice Factory,4.1,Priya Singh,4.0,-,1
2310,2310,Spice Factory,4.1,Nisha Kumbhare,1.0,the quantity given for the price is pathetic. rs 395 for 4 small pieces of chicken. didn't expect this. never going to order from this restaurant.,0
2311,2311,Spice Factory,4.1,Anthony Fernandes,5.0,-,1
2312,2312,Spice Factory,4.1,Dhruv Parekh,5.0,-,1
2313,2313,Spice Factory,4.1,Rishab Rawat,5.0,-,1
2314,2314,Spice Factory,4.1,Indrajeet Adhikrao Mohite,5.0,-,1
2315,2315,Spice Factory,4.1,Sakshi Chaudhari,5.0,-,1
2316,2316,Spice Factory,4.1,Akash Hagawane,5.0,-,1
2317,2317,Spice Factory,4.1,Pranjal,1.0,"Food:
We had couple of chicken starters, crispy corn and some fritters. First, quantity of none was sufficient even for 3 people. Coming to the taste, any saute or tempura type starters like crispy corn or chicken chilly had a either a very bland or otherwise overpowered sauce flavour, which usually people won't like. Only one chicken tandoori starter was well cooked (but yeah, it had small piece servings) So both on the QUALITY & QUANTITY side, starters were a BIG THUMBS DOWN. Adding to starters, their breads (cheese naan) is PATHETIC.

Drinks:
Don't order towers, you'll feel CHEATED. The 3L Tower can't fill up even 6 glasses. And theri shooters are the worst. Surprisingly, the only...read more",0
2318,2318,Spice Factory,4.1,Payal,1.0,-,0
2319,2319,Spice Factory,4.1,Kunal Sonavani,4.0,-,1
2320,2320,Spice Factory,4.1,Pranjal,1.0,worst place,0
2321,2321,Spice Factory,4.1,Ishika Prasad,5.0,-,1
2322,2322,Spice Factory,4.1,Neelam Verma,5.0,-,1
2323,2323,Spice Factory,4.1,Riya Sood,5.0,-,1
2324,2324,Spice Factory,4.1,Akshhaye Nandeshwar,4.0,-,1
2325,2325,Spice Factory,4.1,Vaishnavi Kachare,4.0,-,1
2326,2326,Spice Factory,4.1,Dj Madz Vicky,4.0,-,1
2327,2327,Spice Factory,4.1,Patel Meet,5.0,-,1
2328,2328,Spice Factory,4.1,Saurabh,4.0,-,1
2329,2329,Spice Factory,4.1,Vihit Shah,5.0,-,1
2330,2330,Spice Factory,4.1,Andy Rathor,5.0,will recommend for weekend outing 😎,1
2331,2331,Spice Factory,4.1,Sharad Gaike,5.0,-,1
2332,2332,Spice Factory,4.1,Harshavardhan,4.0,-,1
2333,2333,Spice Factory,4.1,Priyam,1.0,SCAM ALERT!! They ask for payment mode before making the bill and then make a separate bill when you tell them you are paying through Zomato or Dineout. They charge 10% service charge on the bill amount and when we asked the manager to remove the service charge he was instead being rude with us and asked us do whatever you want to.,0
2334,2334,Spice Factory,4.1,Arpit Mathur,1.0,-,0
2335,2335,Spice Factory,4.1,Sharad Gaike,5.0,-,1
2337,2337,Spice Factory,4.1,Darshan Vijay Ingale,1.0,"This 2nd review because they had asked us to pay bill first and then again after we came back from dancing. it was one of the worst dance floor. The worst place I've ever been to. They are so stupid, First things first, they won't allow you to dance floor until you clear the bill as dance floor is on the other floor. Second they won't allow you with drinks on the Dance floor. Third the worst there is no internet services and they staff is the stupidest I've ever seen. May be because of the management. so it goes back to the stupid Management. I or the people who I know would never visit this place ever again.",0
2338,2338,Spice Factory,4.1,Darshan Vijay Ingale,1.0,"The worst place I've ever been to. They are so stupid, First things first, they won't allow you to dance floor until you clear the bill as dance floor is on the other floor. Second they won't allow you with drinks on the Dance floor. Third the worst there is no internet services and they staff is the stupidest I've ever seen. May be because of the management. so it goes back to the stupid Management. I or the people who I know would never visit this place ever again.",0
2339,2339,Spice Factory,4.1,Jill Italiya,5.0,-,1
2340,2340,Spice Factory,4.1,Harish Deshmukh,1.0,"Overpriced food. Manager is rude and highly unprofessional. We knew about the overpriced food but still went there as they are giving 50%discount if we pay via swiggy-dineout, but when the bill came they have added 10% extra service charge on the complete bill. WHAT WE KNOW, AS PER THE GOVT. RULE NO RESTAURANT CAN FORCE TO PAY THE SERVICE CHARGE TO THE CUSTOMERS THAT TO 10%. The manager rudely refused to remove the service charge from the bill and forced us to pay the bill with 10% service charge.
HIGHLY DISAPPOINTED...........",0
2341,2341,Spice Factory,4.1,Rupesh Nair,1.0,Food Quantity was very low and beer was not chilled. There was hardly any chicken in chicken nachos,0
2342,2342,Spice Factory,4.1,Deeptisingh210,5.0,-,1
2343,2343,Spice Factory,4.1,Abhishek,2.0,-,0
2344,2344,Spice Factory,4.1,Danish Shaikh,5.0,-,1
2346,2346,Spice Factory,4.1,Sonam John,1.0,-,0
2347,2347,Spice Factory,4.1,Siddharth Chandrakar,4.0,-,1
2348,2348,Spice Factory,4.1,Chetan Tandlekar,4.0,-,1
2349,2349,Spice Factory,4.1,Aditya Gurumukhi,5.0,-,1
2350,2350,Spice Factory,4.1,KUMAR BIPIN,5.0,-,1
2351,2351,Spice Factory,4.1,Sanjeev,2.0,-,0
2352,2352,Spice Factory,4.1,Nilay Deshpande,4.0,-,1
2354,2354,Spice Factory,4.1,Sush1075,4.0,-,1
2355,2355,Spice Factory,4.1,Aditya Agrawal,2.0,The restaurant manager charges an extra amount of money in the name of Zomato. They are saying that you're paying with Zomato that is why you have to pay 800 rupees extra. Worst experience with Zomato pay.,0
2356,2356,Spice Factory,4.1,Jash,5.0,-,1
2357,2357,Spice Factory,4.1,Jash,5.0,-,1
2358,2358,Spice Factory,4.1,Keith Leo,5.0,"Great place to hang out with both friends and family. Awesome food and perfect ambience. Romantic, calm n cute!! A must try out place in PCMC",1
2359,2359,Spice Factory,4.1,Jephin,1.0,"Waited for an hour just outside after entering details in registry and they didn't call. When asked they said we called my name and I am not deaf, nor was my friend sitting near to me.
More over, they had my number, they could have called. Why taking number.? Only to promote venue.? Missed up a Saturday night mood.",0
2360,2360,Spice Factory,4.1,Chetna Chimnani,5.0,-,1
2361,2361,Spice Factory,4.1,Ajay Yadav,1.0,-,0
2362,2362,Spice Factory,4.1,Abhishek Padmawar,1.0,took service charges forcefully,0
2363,2363,Spice Factory,4.1,Bharat Sharma,4.0,-,1
2364,2364,Spice Factory,4.1,DIKSHANT RAMTEKE,5.0,-,1
2365,2365,Spice Factory,4.1,Kshitij Kulshrestha,1.0,"Prices are way too high, don't fall for 40% off. They charge 10% service charges for nothing. Never going back.",0
2366,2366,Spice Factory,4.1,Raj Bargaje,1.0,-,0
2367,2367,Spice Factory,4.1,Azar,1.0,-,0
2368,2368,Spice Factory,4.1,Lavi Pun,4.0,-,1
2369,2369,Spice Factory,4.1,Akshay Patti,1.0,-,0
2370,2370,Spice Factory,4.1,Piyush Selokar,4.0,All good 🍻.,1
2371,2371,Spice Factory,4.1,Manvi Bhargava,1.0,"The rates are already way too high, don't fall for 40% off. The service is very slow, staff is a bit rude. Moreover, they ask you the pay service charge and if asked to remove make various irrelevant reasons and later force you to pay the service charge. Never going to that place again.",0
2372,2372,Spice Factory,4.1,Siddhi,4.0,-,1
2373,2373,Spice Factory,4.1,RJ Sohanda,5.0,Mutton pieces were full of meat and all pieces were tender and juicy..loved it,1
2374,2374,Spice Factory,4.1,Sanika,5.0,-,1
2375,2375,Spice Factory,4.1,Partha Dutta,1.0,"Don't fall for 40% off, prices of all food items are 40-50% costlier, and avg food quality is bad, kebabs were unsalted, dhania murg soup had raw turmeric taste, service denied having soda, made us choose from mocktails, most of the menu items were not available. Best part was 10% flat service tax that we were made to pay even after asking to reduce it. pathetic food and customer service. Never going back.",0
2376,2376,Spice Factory,4.1,Jyot Pandit,1.0,-,0
2378,2378,Spice Factory,4.1,Shriyal Naik,1.0,-,0
2379,2379,Spice Factory,4.1,ABHISHEK,1.0,"The food is overpriced with very less quantity.
Service staff are very rude especially their manager Pawan who don't have a sense of talking to their customer",0
2380,2380,Spice Factory,4.1,Abhilasha,2.0,-,0
2382,2382,Spice Factory,4.1,Vivek,1.0,-,0
2384,2384,Spice Factory,4.1,PARAG DEKATE,1.0,"They will ask you to pay total bill to access dance floor even if some of your friend/family member is staying back at table.
Very very bad policy, when someone is staying back then there should be no billing issue.

Big trust issue with own customers 👹",0
2385,2385,Spice Factory,4.1,Siddhi,4.0,-,1
2386,2386,Spice Factory,4.1,Hrishi Borchate,5.0,-,1
2387,2387,Spice Factory,4.1,Kishor,1.0,"management was changing dance floor rules any time.
intentionally not allow to dance floor.",0
2388,2388,Spice Factory,4.1,Ashunjay Kelwa,4.0,-,1
2389,2389,Spice Factory,4.1,Ketan,1.0,-,0
2390,2390,Spice Factory,4.1,Palak Hardeniya,4.0,-,1
2391,2391,Spice Factory,4.1,Nitin A,4.0,-,1
2392,2392,Spice Factory,4.1,Tania Nandi,2.0,-,0
2393,2393,Spice Factory,4.1,Jinal Karani,5.0,-,1
2394,2394,Spice Factory,4.1,Mahesh,4.0,"Food was good, ambiance was great. only concern is loud music.",1
2395,2395,Spice Factory,4.1,Abhinay Nilawar,5.0,-,1
2396,2396,Spice Factory,4.1,Tejas Dabhade,1.0,-,0
2397,2397,Spice Factory,4.1,Kaushal,5.0,-,1
2398,2398,Spice Factory,4.1,Souresh A,4.0,-,1
2399,2399,Spice Factory,4.1,Vaibhav Deshpande,4.0,-,1
2400,2400,Spice Factory,4.1,Naina Rao,2.0,-,0
2401,2401,Cafe Co2 Resto Lounge,4.3,Sumit,5.0,-,1
2402,2402,Cafe Co2 Resto Lounge,4.3,Rucha Chute,5.0,-,1
2403,2403,Cafe Co2 Resto Lounge,4.3,Ganesh Mahadik,5.0,-,1
2404,2404,Cafe Co2 Resto Lounge,4.3,Rishav Kumar Didwania,4.0,-,1
2405,2405,Cafe Co2 Resto Lounge,4.3,Subhanshi Gupta,1.0,the quantity was not even 1/4 of the container,0
2406,2406,Cafe Co2 Resto Lounge,4.3,Deepak C,5.0,-,1
2407,2407,Cafe Co2 Resto Lounge,4.3,Pratik Umale,5.0,-,1
2408,2408,Cafe Co2 Resto Lounge,4.3,Riddhi Doshi,5.0,-,1
2409,2409,Cafe Co2 Resto Lounge,4.3,Sharad Kale,5.0,-,1
2410,2410,Cafe Co2 Resto Lounge,4.3,Ruchit Shah,5.0,-,1
2411,2411,Cafe Co2 Resto Lounge,4.3,Ashish,1.0,rubbish food,0
2412,2412,Cafe Co2 Resto Lounge,4.3,Krish Manihar,4.0,-,1
2413,2413,Cafe Co2 Resto Lounge,4.3,Dipali Pedgulwar,4.0,-,1
2414,2414,Cafe Co2 Resto Lounge,4.3,Aditi Dikshit,5.0,-,1
2415,2415,Cafe Co2 Resto Lounge,4.3,Ritika Tripathee,5.0,"What an amazing event at Cafe CO2 . We can't forget the experience we had there . Lovely place to visit with your loved ones, surrounded by the beautiful lake . Clean , hygiene, and romantic. I always feel great ro visit the place .

Do visit and leave your reviews ❤️",1
2416,2416,Cafe Co2 Resto Lounge,4.3,Divya Kadam,5.0,-,1
2417,2417,Cafe Co2 Resto Lounge,4.3,Bharat,4.0,Good,1
2418,2418,Cafe Co2 Resto Lounge,4.3,Anuj Agarwal,1.0,Totally unprofessional super rude staff.. Managers too have no sense of talking to guests or even females.. They talk like goons unlike someone from hospitality industry. Also they loot people as usually as general practise we check the items on the bill and not the rates. We ordered grey goose large priced at 469 for 30ml but got charged 1058 for 60 ml wher it should come 938. The staff here feels they doing a favor on us by letting us in and allowing us to sit and spend.. Total waste of money time and experience. Their staff ruined our evening.. Never going back,0
2419,2419,Cafe Co2 Resto Lounge,4.3,Ayush Agrawal,2.0,-,0
2420,2420,Cafe Co2 Resto Lounge,4.3,Mansi Agrawal,5.0,-,1
2421,2421,Cafe Co2 Resto Lounge,4.3,Aditi Nalnikar,5.0,-,1
2422,2422,Cafe Co2 Resto Lounge,4.3,Dev Khilwani,5.0,-,1
2423,2423,Cafe Co2 Resto Lounge,4.3,Abhishek Sarda,5.0,"Crispy corn is good shit! Must try jusgnu with vodka base. Service by sooraj is convinient.
Ambience and dance is too goodddd!",1
2424,2424,Cafe Co2 Resto Lounge,4.3,Pawan Deora,5.0,-,1
2425,2425,Cafe Co2 Resto Lounge,4.3,Amit Muni,5.0,-,1
2426,2426,Cafe Co2 Resto Lounge,4.3,ANIKET MITRA,1.0,"Worst experience ever! Worst place to party at, no respect for the customer. Don’t be surprised if they ask you to keep phones or car key on the table if you want to step away from your table for loo or anything. Managers are really unprofessional. I would say avoid going to this over hyped place, there are many better options nearby. They are just focused on minting money, no one care about guests experience and satisfaction. We were a group of 8 & spent 20k but all wasted because of unprofessional management and unmindful policies 😏☹️",0
2427,2427,Cafe Co2 Resto Lounge,4.3,Mrunal,5.0,-,1
2428,2428,Cafe Co2 Resto Lounge,4.3,Ruchit Shah,5.0,-,1
2429,2429,Cafe Co2 Resto Lounge,4.3,Satish Ankalagi,5.0,-,1
2430,2430,Cafe Co2 Resto Lounge,4.3,Harsh Tank,5.0,-,1
2431,2431,Cafe Co2 Resto Lounge,4.3,Shraman Gaikwad,5.0,-,1
2432,2432,Cafe Co2 Resto Lounge,4.3,Shraddha Kale,2.0,-,0
2433,2433,Cafe Co2 Resto Lounge,4.3,Divya Kadam,5.0,-,1
2434,2434,Cafe Co2 Resto Lounge,4.3,Kartikeya Chaturvedi,5.0,-,1
2435,2435,Cafe Co2 Resto Lounge,4.3,Pune_foodies_ ( Puranik ),5.0,"First we have to say that They have the best & unique options in Mocktails and Cocktails😍
Their Serving style & Decor is just beautiful 😍❤️

Food here we tried was very very good , They have both Veg & Non-veg options available😍
Their All the starters dish were very Appetizing😍
We would highly Recommend to try their *. * Dish & Cheese Balls❤️😋

This place is the best for Cocktail parties , Vibe here is just trendy and with this the best part is they have the best seating Options 😍",1
2436,2436,Cafe Co2 Resto Lounge,4.3,Rucha Dautpure,4.0,-,1
2437,2437,Cafe Co2 Resto Lounge,4.3,Meera Mali,5.0,-,1
2438,2438,Cafe Co2 Resto Lounge,4.3,Atul Tukaram Kad,2.0,-,0
2439,2439,Cafe Co2 Resto Lounge,4.3,Kritika,5.0,-,1
2440,2440,Cafe Co2 Resto Lounge,4.3,Girish Nagrani,1.0,-,0
2441,2441,Cafe Co2 Resto Lounge,4.3,Roshni Keshwani,5.0,-,1
2442,2442,Cafe Co2 Resto Lounge,4.3,Yash,1.0,"The food portion is very less.
The taste was 1 star.
The music is too old.
you can see a lot of locals from nearby areas mostly men drinking and stalking women. The overall vibe is not up to the mark.
the only good thing is location.",0
2443,2443,Cafe Co2 Resto Lounge,4.3,Yuvraj Gore,4.0,"Nice ambience l, good service and awesome food.
Great place to hangout with friends n family.
Lake side view. One of good place for date as well.",1
2444,2444,Cafe Co2 Resto Lounge,4.3,Akhil Verma,5.0,-,1
2445,2445,Cafe Co2 Resto Lounge,4.3,Shailendra Doke,4.0,-,1
2446,2446,Cafe Co2 Resto Lounge,4.3,Rohan,5.0,-,1
2447,2447,Cafe Co2 Resto Lounge,4.3,Bhushan,5.0,-,1
2448,2448,Cafe Co2 Resto Lounge,4.3,Dheer Shetty,5.0,-,1
2449,2449,Cafe Co2 Resto Lounge,4.3,Akshay Ambavane,4.0,-,1
2450,2450,Cafe Co2 Resto Lounge,4.3,Shatakshi Ankur Yadav,5.0,-,1
2451,2451,Cafe Co2 Resto Lounge,4.3,Siddhant Telange,5.0,-,1
2452,2452,Cafe Co2 Resto Lounge,4.3,Vishwajeet Pandey,5.0,-,1
2453,2453,Cafe Co2 Resto Lounge,4.3,Simran Ahmed,5.0,-,1
2454,2454,Cafe Co2 Resto Lounge,4.3,Santosh Mukkawar,4.0,-,1
2455,2455,Cafe Co2 Resto Lounge,4.3,Puru,4.0,-,1
2456,2456,Cafe Co2 Resto Lounge,4.3,Kamesh Bhutada,5.0,-,1
2457,2457,Cafe Co2 Resto Lounge,4.3,Hina Sharma,5.0,-,1
2458,2458,Cafe Co2 Resto Lounge,4.3,Ashraf Momin,4.0,-,1
2459,2459,Cafe Co2 Resto Lounge,4.3,Harshal Chougule,2.0,"Ambience is good but the veg starters we ordered were really pathetic. Sunday afternoon was wasted here, never again to this place for sure.",0
2460,2460,Cafe Co2 Resto Lounge,4.3,Karan Chandna,5.0,-,1
2461,2461,Cafe Co2 Resto Lounge,4.3,Rohit Dhanorkar,5.0,-,1
2463,2463,Cafe Co2 Resto Lounge,4.3,Abhijeet,5.0,-,1
2464,2464,Cafe Co2 Resto Lounge,4.3,Bhushan Jawale,5.0,-,1
2466,2466,Cafe Co2 Resto Lounge,4.3,Astha Jain,5.0,-,1
2467,2467,Cafe Co2 Resto Lounge,4.3,Neeldana Bakshi,5.0,"This is one of my favourite place for its good food, amazing drinks, beautiful lakeside view and prompt service.

One should try their amazing cocktails and also delicious and well presented food. The fish and chicken starters are very delicious.

They usually come up with different events which is accompanied by delicious food and drinks! Total chilled out place and worth the visit with your fam-jam! The service was quite good and had a wonderful experience!",1
2468,2468,Cafe Co2 Resto Lounge,4.3,Sanyog Konde,5.0,-,1
2469,2469,Cafe Co2 Resto Lounge,4.3,Sanskar Prabhakar,4.0,-,1
2470,2470,Cafe Co2 Resto Lounge,4.3,Jagruti Ankolekar,5.0,-,1
2471,2471,Cafe Co2 Resto Lounge,4.3,Garima.thakur2193,1.0,"Paneer was not soft , had smell…bad experience",0
2472,2472,Cafe Co2 Resto Lounge,4.3,Aditya Kokadwar,4.0,-,1
2473,2473,Cafe Co2 Resto Lounge,4.3,Harshil,5.0,-,1
2474,2474,Cafe Co2 Resto Lounge,4.3,Raunak Patil,4.0,-,1
2475,2475,Cafe Co2 Resto Lounge,4.3,Bharat,4.0,-,1
2476,2476,Cafe Co2 Resto Lounge,4.3,Akshay Rupnawar,5.0,-,1
2477,2477,Cafe Co2 Resto Lounge,4.3,Rasmiranjan Das,4.0,It was verh beautiful place to enjoy your dine below the open sky view and also the beautiful view of the manas lake in the middle of the night light reflection. It such a very beautiful scene to enjoy,1
2478,2478,Cafe Co2 Resto Lounge,4.3,Ramandeep Singh Bagga,5.0,-,1
2479,2479,Cafe Co2 Resto Lounge,4.3,Akshay Umap,4.0,-,1
2480,2480,Cafe Co2 Resto Lounge,4.3,Bhushan Kelkar,5.0,-,1
2481,2481,Cafe Co2 Resto Lounge,4.3,Viral Sutar,5.0,-,1
2482,2482,Cafe Co2 Resto Lounge,4.3,Vishwajit Nimhan,5.0,-,1
2483,2483,Cafe Co2 Resto Lounge,4.3,Aniket Dharamdasani,4.0,-,1
2484,2484,Cafe Co2 Resto Lounge,4.3,Aparna Bhadbhade,1.0,it was not delivered to our place,0
2485,2485,Cafe Co2 Resto Lounge,4.3,Vinod Marane,5.0,-,1
2486,2486,Cafe Co2 Resto Lounge,4.3,Prabuddha Borse,5.0,-,1
2487,2487,Cafe Co2 Resto Lounge,4.3,Abhinav K,5.0,-,1
2488,2488,Cafe Co2 Resto Lounge,4.3,Kiran,2.0,-,0
2489,2489,Cafe Co2 Resto Lounge,4.3,Jagdish Patil,2.0,-,0
2490,2490,Cafe Co2 Resto Lounge,4.3,Dalpreet Singh,5.0,Loved the service of Manish Pandey An d Amit Joshi. They were awesome. Good we very good.,1
2491,2491,Cafe Co2 Resto Lounge,4.3,Tushar Kant,5.0,Arvind kumar bhai was very friendly and his service was awesome. And The murg musallam was tooo good. J,1
2492,2492,Cafe Co2 Resto Lounge,4.3,Anees Khamkar,5.0,Good food.Chilled vibe.Mr.Hemant a very good host,1
2493,2493,Cafe Co2 Resto Lounge,4.3,Atul,5.0,-,1
2494,2494,Cafe Co2 Resto Lounge,4.3,Dhruv Aggarwal,5.0,"Came with family, nice place
food quality also good, service provided by Amit kumar and yashwant.
very humble",1
2495,2495,Cafe Co2 Resto Lounge,4.3,Ritwik,1.0,-,0
2496,2496,Cafe Co2 Resto Lounge,4.3,Swapnil Nalawade,5.0,"Amazing place to chill out!
Dj is really good!",1
2498,2498,Cafe Co2 Resto Lounge,4.3,Amit Agarwal,5.0,-,1
2499,2499,Cafe Co2 Resto Lounge,4.3,Pune_artkitchen,5.0,"one of the best place in Pune for party lovers. The place is favourite among the Punekars for their beautiful lake side view.
The seating is huge and comfortable. They have separate dance floor for party animals!!
The food and drinks both are amazing.",1
2500,2500,Cafe Co2 Resto Lounge,4.3,Cavishalragrawal,5.0,Amazing place sarvice was very good by manish and Arvind food quality very delicious food and place friendly staff thank you for co2 tem thank you visit again,1
2501,2501,Cafe Co2 Resto Lounge,4.3,Nirbhay Patil,5.0,Had a amazing experience from sanjeev kumar it was the best service we had in a long time. Hope he gets the awarded for this,1
2502,2502,Cafe Co2 Resto Lounge,4.3,Ashish Jha,5.0,-,1
2503,2503,Cafe Co2 Resto Lounge,4.3,Deepak Vyas,5.0,-,1
2504,2504,Cafe Co2 Resto Lounge,4.3,Govind Agrawal,5.0,-,1
2505,2505,Cafe Co2 Resto Lounge,4.3,Abhilash,5.0,excellent 👍,1
2506,2506,Cafe Co2 Resto Lounge,4.3,425700,5.0,Good Food And Good Service. Guest are also satisfied,1
2507,2507,Cafe Co2 Resto Lounge,4.3,Vikram Rana,5.0,"Great place for Shesha. Amazing view of lake and Ambiance is also good with Music, Mahesh Pandey and Ravi Singh were great at service.",1
2508,2508,Cafe Co2 Resto Lounge,4.3,Geeta Udhani,5.0,"Amazing Service, Food was delivered within few mins of order placed. Hookah team was kind and changing coal often without reminders.
Good quality was good but could be improved.
Thanks CO2 team !",1
2509,2509,Cafe Co2 Resto Lounge,4.3,Anand Keshav,1.0,Waiter was not transparent with the bill. We paid via zomato but he didn't made it clear while presenting the bills that hookahs can not be paid via zomato,0
2510,2510,Cafe Co2 Resto Lounge,4.3,Akshay,5.0,-,1
2511,2511,Cafe Co2 Resto Lounge,4.3,Omkar Tawade,5.0,-,1
2512,2512,Cafe Co2 Resto Lounge,4.3,Saurav Singh,5.0,-,1
2514,2514,Cafe Co2 Resto Lounge,4.3,Shefali Prabha Ayam,5.0,-,1
2515,2515,Cafe Co2 Resto Lounge,4.3,Sanskar Prabhakar,5.0,-,1
2516,2516,Cafe Co2 Resto Lounge,4.3,Rahul Khilwani,5.0,"We went in the afternoon and the service was just perfect. We are served by Sanjeev & captain Manas, both were polite and suggested us some great dishes.",1
2517,2517,Cafe Co2 Resto Lounge,4.3,Nihal Singh Rainu,5.0,-,1
2518,2518,Cafe Co2 Resto Lounge,4.3,Ankita Pal,5.0,"Nice Experience and delicious food, amazing DJ.
Great Lake View abd awesome service. Must visit place and cafe. Ashok & Rahul Diwan",1
2519,2519,Cafe Co2 Resto Lounge,4.3,Kedar K,5.0,Nice place to hangout with friends and dear ones... Very good service... thanks to Sanjeev Kumar for the excellent service,1
2520,2520,Cafe Co2 Resto Lounge,4.3,Sangram Varma,5.0,Super time here always,1
2521,2521,Cafe Co2 Resto Lounge,4.3,Ashish Jha,5.0,-,1
2522,2522,Cafe Co2 Resto Lounge,4.3,Atharva,5.0,-,1
2523,2523,Cafe Co2 Resto Lounge,4.3,Anuj Ladkat,4.0,-,1
2524,2524,Cafe Co2 Resto Lounge,4.3,Tanmay,5.0,"Amazing service my Manish and Pradeep
Favourite place since 5-6 years
Staff very friendly
Food quality top notch
Loved the place",1
2525,2525,Cafe Co2 Resto Lounge,4.3,Kanaad Aphale,5.0,"Excellent service by Amit.He catered to all our needs.Got a lake side seating,cold breeze and drinks,afternoon made right",1
